nodes,roots,leaves,edges,mean_predecessors,max_predecessors,min_predecessors,mean_successors,max_successors,min_successors,mean_edges,max_edges,min_edges,n_query_vars,n_query_evidence,experiment,runtime,exception
16,3,5,26,1.625,3,0,1.625,8,0,3.25,8,1,1,3,join,0.0286729999999999,
32,9,11,48,1.5,3,0,1.5,6,0,3.0,6,1,2,2,join,0.0321367999999999,
3,1,1,3,1.0,2,0,1.0,2,0,2.0,2,2,1,1,join,0.0152320999999999,
21,4,7,35,1.6666666666666667,3,0,1.6666666666666667,7,0,3.333333333333333,7,1,1,1,join,0.0329483000000001,
9,3,3,11,1.2222222222222223,3,0,1.2222222222222223,4,0,2.4444444444444446,4,1,1,1,join,0.0107355999999998,
6,1,2,9,1.5,3,0,1.5,4,0,3.0,4,2,1,1,join,0.0142793999999999,
11,1,3,15,1.3636363636363635,3,0,1.3636363636363635,5,0,2.727272727272727,5,1,1,3,join,0.0362616,
27,4,7,43,1.5925925925925926,3,0,1.5925925925925926,7,0,3.185185185185185,7,1,1,1,join,0.0168851999999999,
31,4,10,53,1.7096774193548387,3,0,1.7096774193548387,7,0,3.419354838709677,7,2,1,3,join,0.0445839000000001,
23,5,6,37,1.608695652173913,3,0,1.608695652173913,5,0,3.217391304347826,5,1,2,1,join,0.0151379999999998,
16,3,5,27,1.6875,3,0,1.6875,6,0,3.375,6,2,1,1,join,0.0194437999999999,
35,7,7,59,1.6857142857142855,3,0,1.6857142857142855,6,0,3.3714285714285714,6,1,1,2,join,0.0841232,
31,6,8,61,1.967741935483871,3,0,1.967741935483871,9,0,3.935483870967742,9,2,1,2,join,0.0316293999999999,
26,6,7,48,1.8461538461538465,3,0,1.8461538461538465,7,0,3.692307692307693,7,1,1,4,join,0.0318211000000001,
4,2,1,4,1.0,2,0,1.0,3,0,2.0,3,1,1,1,join,0.0089562,
25,4,6,42,1.68,3,0,1.68,7,0,3.36,7,2,1,3,join,0.0773828,
16,4,4,25,1.5625,3,0,1.5625,5,0,3.125,5,2,1,1,join,0.0175095999999999,
20,5,4,34,1.7,3,0,1.7,7,0,3.4,7,1,2,2,join,0.0489835999999996,
25,5,6,36,1.44,3,0,1.44,5,0,2.88,5,1,1,1,join,0.0156572000000001,
25,3,6,44,1.76,3,0,1.76,7,0,3.52,7,1,1,3,join,0.2474373,
29,6,9,46,1.5862068965517242,3,0,1.5862068965517242,8,0,3.1724137931034484,8,1,1,2,join,0.0365653000000003,
24,7,7,37,1.5416666666666667,3,0,1.5416666666666667,6,0,3.083333333333333,6,1,1,1,join,0.0199528999999998,
29,10,8,45,1.5517241379310345,3,0,1.5517241379310345,6,0,3.103448275862069,6,1,1,1,join,0.0655494,
32,6,11,55,1.71875,3,0,1.71875,8,0,3.4375,8,1,1,1,join,0.0393544999999999,
11,2,4,18,1.6363636363636365,3,0,1.6363636363636365,6,0,3.272727272727273,6,1,1,2,join,0.0230402,
32,6,7,54,1.6875,3,0,1.6875,6,0,3.375,6,1,2,4,join,0.1976797000000001,
30,9,10,47,1.5666666666666669,3,0,1.5666666666666669,6,0,3.1333333333333333,6,1,1,2,join,0.1691793999999999,
7,1,2,8,1.1428571428571428,3,0,1.1428571428571428,4,0,2.2857142857142856,4,1,1,1,join,0.0086941,
27,4,7,45,1.6666666666666667,3,0,1.6666666666666667,8,0,3.333333333333333,8,1,1,4,join,15.0523357,
34,6,8,61,1.7941176470588236,3,0,1.7941176470588236,7,0,3.588235294117647,7,1,3,5,join,6.134053399999999,
7,2,2,8,1.1428571428571428,3,0,1.1428571428571428,4,0,2.2857142857142856,4,1,1,1,join,0.0155208999999998,
29,6,10,50,1.7241379310344829,3,0,1.7241379310344829,7,0,3.4482758620689653,7,1,2,4,join,0.0489611999999999,
8,1,2,15,1.875,3,0,1.875,6,0,3.75,6,2,1,1,join,0.0230062000000002,
22,7,6,31,1.4090909090909092,3,0,1.4090909090909092,5,0,2.8181818181818183,5,1,1,2,join,0.0209623000000003,
19,4,7,29,1.5263157894736843,3,0,1.5263157894736843,5,0,3.0526315789473686,5,1,1,3,join,0.0417624,
20,6,6,29,1.45,3,0,1.45,6,0,2.9,6,1,2,1,join,0.0248373000000001,
22,8,5,34,1.5454545454545454,3,0,1.5454545454545454,5,0,3.090909090909091,5,1,2,2,join,0.0505352999999999,
12,3,3,20,1.6666666666666667,3,0,1.6666666666666667,7,0,3.333333333333333,7,2,1,3,join,0.0285671,
6,1,1,8,1.3333333333333333,3,0,1.3333333333333333,3,0,2.6666666666666665,3,2,1,1,join,0.0144266000000001,
17,3,4,24,1.411764705882353,3,0,1.411764705882353,5,0,2.823529411764706,5,1,1,3,join,0.0411212,
25,7,9,33,1.32,3,0,1.32,5,0,2.64,5,1,1,4,join,0.0562555000000002,
23,7,6,33,1.434782608695652,3,0,1.434782608695652,5,0,2.869565217391304,5,1,2,4,join,0.0526980999999997,
20,4,5,32,1.6,3,0,1.6,5,0,3.2,5,1,2,1,join,0.0277775999999998,
10,2,2,17,1.7,3,0,1.7,5,0,3.4,5,1,1,1,join,0.0251521999999999,
15,2,4,22,1.4666666666666666,3,0,1.4666666666666666,4,0,2.933333333333333,4,1,1,3,join,0.0504862999999997,
15,4,6,21,1.4,3,0,1.4,5,0,2.8,5,1,1,3,join,0.0391270999999999,
22,6,7,33,1.5,3,0,1.5,6,0,3.0,6,1,1,3,join,0.0352036999999998,
30,6,8,46,1.5333333333333334,3,0,1.5333333333333334,5,0,3.066666666666667,5,1,1,1,join,0.0168165999999998,
2,1,1,1,0.5,1,0,0.5,1,0,1.0,1,1,1,1,join,0.0085473,
7,1,1,12,1.7142857142857142,3,0,1.7142857142857142,5,0,3.4285714285714284,5,2,1,2,join,0.0239515000000003,
13,3,2,22,1.6923076923076923,3,0,1.6923076923076923,5,0,3.3846153846153846,5,1,1,1,join,0.0156867000000002,
14,3,5,23,1.6428571428571428,3,0,1.6428571428571428,7,0,3.2857142857142856,7,2,1,3,join,0.0297664000000001,
25,6,8,33,1.32,3,0,1.32,6,0,2.64,6,1,1,2,join,0.0206594999999998,
23,4,7,40,1.7391304347826086,3,0,1.7391304347826086,6,0,3.4782608695652173,6,1,2,1,join,0.0325406000000003,
34,9,10,57,1.6764705882352942,3,0,1.6764705882352942,7,0,3.3529411764705883,7,1,3,4,join,0.8003234999999997,
18,5,6,28,1.5555555555555556,3,0,1.5555555555555556,6,0,3.111111111111111,6,1,1,2,join,0.0294946,
4,1,1,5,1.25,3,0,1.25,3,0,2.5,3,2,1,1,join,0.0184848999999998,
7,1,1,14,2.0,3,0,2.0,5,0,4.0,5,3,1,2,join,0.0311618999999998,
22,5,5,37,1.681818181818182,3,0,1.681818181818182,5,0,3.363636363636364,5,1,1,3,join,0.0323712999999998,
33,6,7,57,1.7272727272727273,3,0,1.7272727272727273,7,0,3.4545454545454546,7,1,2,4,join,104.8507615,
30,8,7,43,1.4333333333333331,3,0,1.4333333333333331,6,0,2.8666666666666667,6,1,3,4,join,9.91923,
5,1,1,7,1.4,3,0,1.4,3,0,2.8,3,2,1,1,join,0.0190761999999997,
6,1,1,8,1.3333333333333333,2,0,1.3333333333333333,4,0,2.6666666666666665,4,2,1,1,join,0.0187594999999998,
21,8,3,31,1.4761904761904765,3,0,1.4761904761904765,4,0,2.952380952380953,4,1,1,3,join,0.0308514999999998,
8,2,1,12,1.5,3,0,1.5,4,0,3.0,4,2,1,1,join,0.0223424999999997,
12,4,3,19,1.5833333333333333,3,0,1.5833333333333333,5,0,3.1666666666666665,5,1,1,2,join,0.0218564999999997,
19,4,5,35,1.8421052631578947,3,0,1.8421052631578947,7,0,3.684210526315789,7,0,1,3,join,0.1830541000000001,
26,4,9,53,2.0384615384615383,3,0,2.0384615384615383,8,0,4.076923076923077,8,1,2,2,join,0.0736530000000001,
20,5,6,32,1.6,3,0,1.6,5,0,3.2,5,2,1,4,join,0.0553935999999999,
34,8,9,59,1.7352941176470589,3,0,1.7352941176470589,8,0,3.4705882352941178,8,0,2,5,join,4.279935200000001,
15,5,4,27,1.8,3,0,1.8,8,0,3.6,8,2,1,1,join,0.0565519000000001,
3,1,1,3,1.0,2,0,1.0,2,0,2.0,2,2,1,1,join,0.0190646999999999,
12,3,2,21,1.75,3,0,1.75,6,0,3.5,6,1,1,1,join,0.0172400000000001,
20,4,5,32,1.6,3,0,1.6,6,0,3.2,6,1,1,1,marginal,0.0674170999999996,
29,3,8,55,1.896551724137931,3,0,1.896551724137931,8,0,3.793103448275862,8,2,2,3,marginal,0.2854993000000001,
13,2,4,20,1.5384615384615383,3,0,1.5384615384615383,6,0,3.076923076923077,6,1,1,1,marginal,0.0173953999999998,
30,4,7,50,1.6666666666666667,3,0,1.6666666666666667,6,0,3.333333333333333,6,1,3,5,marginal,4.541928799999999,
23,4,6,42,1.826086956521739,3,0,1.826086956521739,6,0,3.652173913043478,6,1,2,1,marginal,0.0255962000000002,
28,7,9,47,1.6785714285714286,3,0,1.6785714285714286,8,0,3.357142857142857,8,1,2,1,marginal,0.0228985000000001,
18,3,4,31,1.7222222222222223,3,0,1.7222222222222223,5,0,3.4444444444444446,5,2,1,4,marginal,0.0949784999999998,
23,4,6,42,1.826086956521739,3,0,1.826086956521739,7,0,3.652173913043478,7,1,1,4,marginal,0.0629413000000003,
29,5,8,47,1.6206896551724137,3,0,1.6206896551724137,7,0,3.2413793103448274,7,1,2,5,marginal,0.4414957999999997,
11,3,2,19,1.7272727272727273,3,0,1.7272727272727273,6,0,3.4545454545454546,6,1,1,1,marginal,0.0626815999999998,
31,11,8,49,1.5806451612903225,3,0,1.5806451612903225,8,0,3.161290322580645,8,1,2,1,marginal,0.0124189999999999,
8,1,4,14,1.75,3,0,1.75,5,0,3.5,5,1,1,1,marginal,0.0324372999999997,
28,6,9,46,1.6428571428571428,3,0,1.6428571428571428,6,0,3.2857142857142856,6,1,1,1,marginal,0.0223594,
33,10,13,51,1.5454545454545454,3,0,1.5454545454545454,6,0,3.090909090909091,6,1,2,1,marginal,0.0298577999999998,
29,9,7,47,1.6206896551724137,3,0,1.6206896551724137,5,0,3.2413793103448274,5,1,2,5,marginal,0.0490205000000001,
9,1,2,14,1.5555555555555556,3,0,1.5555555555555556,5,0,3.111111111111111,5,2,1,2,marginal,0.0371595999999998,
7,2,2,9,1.2857142857142858,3,0,1.2857142857142858,4,0,2.571428571428572,4,1,1,2,marginal,0.0201845999999998,
4,2,1,4,1.0,2,0,1.0,3,0,2.0,3,1,1,1,marginal,0.0184177999999999,
27,6,6,45,1.6666666666666667,3,0,1.6666666666666667,6,0,3.333333333333333,6,1,2,1,marginal,0.0599814999999996,
17,5,5,22,1.2941176470588236,3,0,1.2941176470588236,6,0,2.588235294117647,6,1,1,5,marginal,0.0867306999999999,
24,7,8,38,1.5833333333333333,3,0,1.5833333333333333,6,0,3.1666666666666665,6,1,1,3,marginal,0.0319165000000003,
33,8,7,55,1.6666666666666667,3,0,1.6666666666666667,6,0,3.333333333333333,6,1,2,1,marginal,0.0158486999999998,
23,7,10,35,1.5217391304347827,3,0,1.5217391304347827,6,0,3.0434782608695654,6,1,1,2,marginal,0.0167646999999999,
7,1,3,11,1.5714285714285714,3,0,1.5714285714285714,4,0,3.142857142857143,4,2,1,1,marginal,0.0291820999999998,
25,5,6,51,2.04,3,0,2.04,7,0,4.08,7,1,2,4,marginal,0.9646741999999996,
16,5,3,28,1.75,3,0,1.75,6,0,3.5,6,1,1,3,marginal,0.1482028000000004,
19,5,3,31,1.631578947368421,3,0,1.631578947368421,5,0,3.263157894736842,5,1,1,2,marginal,0.0408914999999998,
18,4,6,30,1.6666666666666667,3,0,1.6666666666666667,5,0,3.333333333333333,5,1,1,3,marginal,0.0660415000000003,
12,4,4,13,1.0833333333333333,3,0,1.0833333333333333,4,0,2.1666666666666665,4,1,1,3,marginal,0.0154034999999996,
17,3,5,29,1.7058823529411764,3,0,1.7058823529411764,6,0,3.411764705882353,6,1,1,5,marginal,0.1060576000000002,
28,6,6,51,1.8214285714285716,3,0,1.8214285714285716,6,0,3.642857142857143,6,1,1,4,marginal,0.2757459,
35,6,10,62,1.7714285714285714,3,0,1.7714285714285714,8,0,3.5428571428571427,8,1,1,4,marginal,0.0992427999999998,
30,10,9,47,1.5666666666666669,3,0,1.5666666666666669,6,0,3.1333333333333333,6,0,3,1,marginal,0.0533043000000001,
22,4,7,41,1.8636363636363635,3,0,1.8636363636363635,7,0,3.727272727272727,7,1,2,4,marginal,0.0737775000000002,
5,1,1,6,1.2,2,0,1.2,3,0,2.4,3,2,1,1,marginal,0.0286054999999998,
23,4,7,34,1.4782608695652173,3,0,1.4782608695652173,5,0,2.9565217391304346,5,1,1,5,marginal,0.0884757999999998,
29,8,9,50,1.7241379310344829,3,0,1.7241379310344829,7,0,3.4482758620689653,7,1,2,2,marginal,0.1523783999999999,
19,5,7,30,1.5789473684210529,3,0,1.5789473684210529,6,0,3.1578947368421053,6,1,1,4,marginal,0.1297334999999999,
27,5,6,47,1.7407407407407407,3,0,1.7407407407407407,6,0,3.4814814814814814,6,2,2,4,marginal,0.1646228,
3,1,2,2,0.6666666666666666,1,0,0.6666666666666666,2,0,1.3333333333333333,2,1,1,1,marginal,0.0080056000000001,
5,1,1,8,1.6,3,0,1.6,4,0,3.2,4,2,1,1,marginal,0.0353931999999996,
31,7,9,51,1.6451612903225807,3,0,1.6451612903225807,7,0,3.290322580645161,7,1,3,3,marginal,0.5005863000000002,
31,6,8,55,1.7741935483870968,3,0,1.7741935483870968,8,0,3.548387096774193,8,1,1,3,marginal,0.4854720999999999,
4,1,1,4,1.0,2,0,1.0,3,0,2.0,3,1,1,1,marginal,0.0134622000000002,
23,5,5,40,1.7391304347826086,3,0,1.7391304347826086,6,0,3.4782608695652173,6,2,1,3,marginal,0.0569215,
26,7,8,45,1.7307692307692308,3,0,1.7307692307692308,8,0,3.4615384615384617,8,1,2,5,marginal,0.2712695000000003,
7,2,2,11,1.5714285714285714,3,0,1.5714285714285714,5,0,3.142857142857143,5,2,1,1,marginal,0.0286933,
21,5,9,31,1.4761904761904765,3,0,1.4761904761904765,7,0,2.952380952380953,7,1,1,1,marginal,0.0284237000000002,
28,8,8,47,1.6785714285714286,3,0,1.6785714285714286,7,0,3.357142857142857,7,1,1,1,marginal,0.0655138000000001,
5,2,1,7,1.4,3,0,1.4,4,0,2.8,4,2,1,1,marginal,0.0208058000000002,
26,6,9,39,1.5,3,0,1.5,6,0,3.0,6,1,1,3,marginal,0.0633573000000002,
30,6,12,43,1.4333333333333331,3,0,1.4333333333333331,7,0,2.8666666666666667,7,1,2,1,marginal,0.0360456,
12,3,4,18,1.5,3,0,1.5,8,0,3.0,8,1,1,1,marginal,0.0366816999999999,
32,5,8,60,1.875,3,0,1.875,7,0,3.75,7,1,2,3,marginal,58.265738500000005,
12,3,2,15,1.25,3,0,1.25,4,0,2.5,4,1,1,3,marginal,0.0172991000000002,
35,7,15,55,1.5714285714285714,3,0,1.5714285714285714,7,0,3.142857142857143,7,1,2,4,marginal,0.0530117000000003,
22,4,7,41,1.8636363636363635,3,0,1.8636363636363635,8,0,3.727272727272727,8,1,2,1,marginal,0.0357567999999997,
3,1,1,3,1.0,2,0,1.0,2,0,2.0,2,2,1,1,marginal,0.0168303999999999,
24,3,4,45,1.875,3,0,1.875,6,0,3.75,6,1,2,3,marginal,9.7952999,
19,5,5,32,1.6842105263157894,3,0,1.6842105263157894,6,0,3.3684210526315788,6,2,1,3,marginal,0.1220334999999996,
31,8,8,44,1.4193548387096775,3,0,1.4193548387096775,6,0,2.838709677419355,6,1,2,2,marginal,0.0662552,
14,5,4,19,1.3571428571428572,3,0,1.3571428571428572,5,0,2.7142857142857144,5,1,1,2,marginal,0.0135630999999998,
35,10,11,54,1.542857142857143,3,0,1.542857142857143,6,0,3.085714285714286,6,1,2,1,marginal,0.0336780000000001,
26,8,6,42,1.6153846153846154,3,0,1.6153846153846154,6,0,3.230769230769231,6,1,1,5,marginal,0.0522751999999999,
5,1,1,5,1.0,2,0,1.0,3,0,2.0,3,1,1,1,marginal,0.0334701000000001,
16,2,4,27,1.6875,3,0,1.6875,6,0,3.375,6,1,1,2,marginal,0.0530952,
6,1,2,8,1.3333333333333333,3,0,1.3333333333333333,4,0,2.6666666666666665,4,1,1,1,marginal,0.0383334999999998,
6,1,2,7,1.1666666666666667,3,0,1.1666666666666667,3,0,2.333333333333333,3,1,1,1,marginal,0.0139399999999998,
32,5,11,54,1.6875,3,0,1.6875,7,0,3.375,7,1,1,3,marginal,0.1848512999999996,
19,3,7,33,1.736842105263158,3,0,1.736842105263158,7,0,3.473684210526316,7,1,1,4,marginal,0.0891641999999999,
34,8,12,51,1.5,3,0,1.5,6,0,3.0,6,1,2,5,marginal,0.0797939000000003,
10,3,4,14,1.4,3,0,1.4,6,0,2.8,6,1,1,2,marginal,0.0205238000000003,
30,4,7,52,1.7333333333333334,3,0,1.7333333333333334,7,0,3.466666666666667,7,1,3,3,marginal,0.8073880999999998,
25,6,11,40,1.6,3,0,1.6,7,0,3.2,7,0,2,2,marginal,0.1908004000000001,
4,1,1,4,1.0,2,0,1.0,3,0,2.0,3,1,1,1,marginal,0.0163098999999999,
17,5,6,23,1.3529411764705883,3,0,1.3529411764705883,7,0,2.7058823529411766,7,1,1,4,marginal,0.0822457999999999,
8,3,2,13,1.625,3,0,1.625,4,0,3.25,4,2,1,2,marginal,0.0351679999999996,
28,7,9,48,1.7142857142857142,3,0,1.7142857142857142,6,0,3.4285714285714284,6,1,2,4,marginal,0.1051779000000001,
19,5,3,29,1.5263157894736843,3,0,1.5263157894736843,5,0,3.0526315789473686,5,1,1,3,marginal,0.0569790000000001,
16,4,5,25,1.5625,3,0,1.5625,6,0,3.125,6,1,1,1,marginal,0.0426089000000002,
11,4,1,16,1.4545454545454546,3,0,1.4545454545454546,4,0,2.909090909090909,4,1,1,3,marginal,0.0360168999999999,
21,6,6,24,1.1428571428571428,3,0,1.1428571428571428,4,0,2.2857142857142856,4,1,2,3,marginal,0.0314535,
2,1,1,1,0.5,1,0,0.5,1,0,1.0,1,1,1,1,marginal,0.0110324999999997,
16,4,4,24,1.5,3,0,1.5,6,0,3.0,6,1,1,1,marginal,0.0125958999999999,
10,1,3,17,1.7,3,0,1.7,5,0,3.4,5,2,1,2,marginal,0.0376054999999997,
24,7,8,38,1.5833333333333333,3,0,1.5833333333333333,9,0,3.1666666666666665,9,1,1,5,marginal,0.0684298999999999,
11,2,2,19,1.7272727272727273,3,0,1.7272727272727273,5,0,3.4545454545454546,5,2,1,2,marginal,0.1024016999999997,
30,5,7,50,1.6666666666666667,3,0,1.6666666666666667,6,0,3.333333333333333,6,0,1,1,marginal,0.1486100000000001,
10,2,3,15,1.5,3,0,1.5,5,0,3.0,5,1,1,3,marginal,0.1144033000000002,
22,3,6,39,1.7727272727272727,3,0,1.7727272727272727,6,0,3.5454545454545454,6,1,2,1,marginal,0.0686180000000002,
11,3,2,17,1.5454545454545454,3,0,1.5454545454545454,4,0,3.090909090909091,4,1,1,2,marginal,0.0449450000000002,
26,5,12,41,1.5769230769230769,3,0,1.5769230769230769,9,0,3.1538461538461537,9,1,1,1,marginal,0.0365823,
6,2,2,8,1.3333333333333333,3,0,1.3333333333333333,4,0,2.6666666666666665,4,1,1,1,marginal,0.0176919999999998,
3,1,1,3,1.0,2,0,1.0,2,0,2.0,2,2,1,1,marginal,0.0273069000000001,
26,7,6,50,1.9230769230769231,3,0,1.9230769230769231,7,0,3.8461538461538463,7,1,1,5,marginal,0.2307532000000001,
14,4,5,22,1.5714285714285714,3,0,1.5714285714285714,6,0,3.142857142857143,6,1,1,4,marginal,0.0395018999999998,
27,6,8,39,1.4444444444444444,3,0,1.4444444444444444,6,0,2.888888888888889,6,1,1,3,marginal,0.0610578999999997,
23,5,7,35,1.5217391304347827,3,0,1.5217391304347827,6,0,3.0434782608695654,6,1,2,3,marginal,0.1491674999999999,
3,1,1,3,1.0,2,0,1.0,2,0,2.0,2,2,1,1,marginal,0.0151877999999996,
10,3,3,15,1.5,3,0,1.5,4,0,3.0,4,1,1,2,marginal,0.0285507000000002,
31,4,9,61,1.967741935483871,3,0,1.967741935483871,7,0,3.935483870967742,7,1,3,3,marginal,0.1048546999999997,
15,4,3,24,1.6,3,0,1.6,5,0,3.2,5,1,1,2,marginal,0.0302204000000001,
13,3,5,21,1.6153846153846154,3,0,1.6153846153846154,6,0,3.230769230769231,6,1,1,2,marginal,0.0428684999999999,
25,3,9,45,1.8,3,0,1.8,9,0,3.6,9,1,2,4,marginal,0.1244054999999999,
21,6,5,33,1.5714285714285714,3,0,1.5714285714285714,7,0,3.142857142857143,7,1,1,3,marginal,0.0919566,
18,5,5,29,1.6111111111111112,3,0,1.6111111111111112,6,0,3.2222222222222223,6,1,1,1,marginal,0.0087459,
25,3,4,46,1.84,3,0,1.84,6,0,3.68,6,2,2,1,marginal,0.0145374,
19,4,3,31,1.631578947368421,3,0,1.631578947368421,6,0,3.263157894736842,6,1,1,5,marginal,0.3796556,
9,1,2,18,2.0,3,0,2.0,6,0,4.0,6,1,1,1,marginal,0.0493001999999997,
6,1,1,9,1.5,3,0,1.5,4,0,3.0,4,2,1,1,marginal,0.0203144000000001,
10,2,4,16,1.6,3,0,1.6,5,0,3.2,5,1,1,2,marginal,0.0340935,
12,4,3,17,1.4166666666666667,3,0,1.4166666666666667,5,0,2.833333333333333,5,1,1,2,marginal,0.0278609999999996,
25,6,4,42,1.68,3,0,1.68,5,0,3.36,5,1,1,4,marginal,0.2450053000000003,
22,2,5,38,1.7272727272727273,3,0,1.7272727272727273,7,0,3.4545454545454546,7,1,1,4,marginal,0.0988004,
2,1,1,1,0.5,1,0,0.5,1,0,1.0,1,1,1,1,marginal,0.0134655999999999,
12,2,3,20,1.6666666666666667,3,0,1.6666666666666667,5,0,3.333333333333333,5,1,1,1,marginal,0.0217146999999999,
6,1,2,10,1.6666666666666667,3,0,1.6666666666666667,4,0,3.333333333333333,4,3,1,1,marginal,0.0433268,
28,3,6,54,1.9285714285714288,3,0,1.9285714285714288,9,0,3.857142857142857,9,2,1,2,marginal,5.6120665,
9,3,2,13,1.4444444444444444,3,0,1.4444444444444444,6,0,2.888888888888889,6,1,1,1,marginal,0.0533624000000001,
23,5,3,36,1.565217391304348,3,0,1.565217391304348,5,0,3.130434782608696,5,1,1,1,marginal,0.0213220999999999,
28,7,7,40,1.4285714285714286,3,0,1.4285714285714286,6,0,2.857142857142857,6,1,1,2,marginal,0.030704,
14,1,3,24,1.7142857142857142,3,0,1.7142857142857142,6,0,3.4285714285714284,6,1,1,3,marginal,0.3410014999999999,
4,1,1,5,1.25,2,0,1.25,3,0,2.5,3,2,1,1,marginal,0.0195482,
8,1,2,12,1.5,3,0,1.5,5,0,3.0,5,1,1,1,marginal,0.0154086000000002,
21,4,5,34,1.619047619047619,3,0,1.619047619047619,5,0,3.238095238095238,5,1,2,3,marginal,0.0562986999999997,
34,9,9,52,1.5294117647058822,3,0,1.5294117647058822,7,0,3.0588235294117645,7,1,3,5,marginal,1.1117876999999998,
6,1,2,11,1.8333333333333333,3,0,1.8333333333333333,5,0,3.6666666666666665,5,3,1,1,marginal,0.0167434000000001,
16,5,4,22,1.375,3,0,1.375,5,0,2.75,5,1,1,2,marginal,0.0117685,
34,8,10,55,1.6176470588235294,3,0,1.6176470588235294,6,0,3.235294117647059,6,1,3,4,marginal,0.1034608000000001,
29,9,8,43,1.4827586206896552,3,0,1.4827586206896552,7,0,2.9655172413793105,7,1,1,4,marginal,0.0791234999999996,
12,2,2,19,1.5833333333333333,3,0,1.5833333333333333,5,0,3.1666666666666665,5,1,1,2,marginal,0.0504422999999998,
